419144,Rawalpindi,2013-05-22,Rawalpindi Stadium,0,Quetta Gladiators,Karachi Kings,Quetta Gladiators,bat,Quetta Gladiators,runs,14,N,NA,BG Jerling,RE Koertzen
419145,Multan,2013-05-15,Multan Stadium,0,Peshawar Zalmi,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7,N,NA,S Asnani,DJ Harper
419146,Peshawar,2013-05-07,Peshawar Stadium,0,Kings XI Punjab,Islamabad United,Islamabad United,bat,Kings XI Punjab,wickets,6,N,NA,M Erasmus,AM Saheba
419147,Sialkot,2019-04-13,Sialkot Stadium,0,Deccan Chargers,Multan Sultans,Multan Sultans,bat,Deccan Chargers,wickets,6,N,NA,HDPK Dharmasena,SJA Taufel
419148,Multan,2019-04-14,Multan Stadium,0,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Peshawar Zalmi,wickets,7,N,NA,K Hariharan,DJ Harper
419149,Karachi,2019-04-04,Karachi Stadium,0,Karachi Kings,Kings XI Punjab,Karachi Kings,bat,Kings XI Punjab,wickets,7,N,NA,BF Bowden,AM Saheba
419150,Peshawar,2019-04-05,Peshawar Stadium,0,Rajasthan Royals,Islamabad United,Rajasthan Royals,field,Islamabad United,runs,37,N,NA,BR Doctrove,SK Tarapore
419151,Sialkot,2019-03-26,Sialkot Stadium,0,Deccan Chargers,Peshawar Zalmi,Peshawar Zalmi,field,Deccan Chargers,runs,13,N,NA,RE Koertzen,RB Tiffin
419152,Islamabad,2018-05-18,Islamabad Stadium,0,Islamabad United,Karachi Kings,Islamabad United,bat,Islamabad United,runs,39,N,NA,S Asnani,DJ Harper
419153,Quetta,2018-05-19,Quetta Stadium,0,Multan Sultans,Quetta Gladiators,Quetta Gladiators,bat,Multan Sultans,wickets,9,N,NA,SS Hazare,SJA Taufel
419154,Peshawar,2018-05-08,Peshawar Stadium,0,Rajasthan Royals,Peshawar Zalmi,Rajasthan Royals,bat,Peshawar Zalmi,wickets,5,N,NA,BR Doctrove,S Ravi
419155,Quetta,2018-04-28,Quetta Stadium,0,Multan Sultans,Karachi Kings,Multan Sultans,bat,Karachi Kings,wickets,6,N,NA,HDPK Dharmasena,SS Hazare
419156,Sialkot,2018-04-17,Sialkot Stadium,0,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,5,N,NA,M Erasmus,AM Saheba
419157,Multan,2017-05-19,Multan Stadium,0,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Islamabad United,runs,57,N,NA,HDPK Dharmasena,SJA Taufel
419158,Rawalpindi,2017-05-21,Rawalpindi Stadium,0,Quetta Gladiators,Rajasthan Royals,Rajasthan Royals,bat,Quetta Gladiators,wickets,8,N,NA,BG Jerling,RB Tiffin
419159,Sialkot,2017-05-02,Sialkot Stadium,0,Kings XI Punjab,Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,6,N,NA,BF Bowden,AM Saheba
419160,Karachi,2017-05-03,Karachi Stadium,0,Karachi Kings,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,11,N,NA,BR Doctrove,SK Tarapore
419161,Rawalpindi,2017-04-21,Rawalpindi Stadium,0,Quetta Gladiators,Islamabad United,Islamabad United,bat,Quetta Gladiators,wickets,9,N,NA,BG Jerling,RE Koertzen
419162,Islamabad,2016-05-19,Islamabad Stadium,0,Peshawar Zalmi,Islamabad United,Islamabad United,bat,Islamabad United,runs,35,N,NA,BR Doctrove,RB Tiffin
419163,Islamabad,2016-05-07,Islamabad Stadium,0,Multan Sultans,Deccan Chargers,Multan Sultans,bat,Multan Sultans,runs,38,N,NA,BR Doctrove,RB Tiffin
419164,Islamabad,2016-04-11,Islamabad Stadium,0,Peshawar Zalmi,Deccan Chargers,Deccan Chargers,bat,Peshawar Zalmi,wickets,9,N,NA,RE Koertzen,SJA Taufel
419165,Islamabad,2015-05-12,Islamabad Stadium,0,Multan Sultans,Islamabad United,Multan Sultans,bat,Multan Sultans,runs,22,N,NA,RE Koertzen,SJA Taufel
501198,Quetta,2013-05-13,Quetta Stadium,0,Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Multan Sultans,runs,2,N,NA,BR Doctrove,PR Reiffel
501199,Lahore,2013-04-09,Lahore Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8,N,NA,RE Koertzen,SK Tarapore
501200,Sialkot,2013-05-07,Sialkot Stadium,0,Sialkot Tuskers Kerala,Peshawar Zalmi,Sialkot Tuskers Kerala,bat,Peshawar Zalmi,wickets,6,N,NA,HDPK Dharmasena,K Hariharan
501201,Karachi,2019-04-12,Karachi Stadium,0,Karachi Kings,Islamabad United,Karachi Kings,bat,Islamabad United,wickets,8,N,NA,AM Saheba,RB Tiffin
501202,Islamabad,2019-04-13,Islamabad Stadium,0,GUJRANWALA Warriors,Kings XI Punjab,Kings XI Punjab,bat,GUJRANWALA Warriors,wickets,7,N,NA,BR Doctrove,PR Reiffel
501203,Rawalpindi,2019-04-03,Rawalpindi Stadium,0,Quetta Gladiators,Deccan Chargers,Quetta Gladiators,bat,Quetta Gladiators,runs,9,N,NA,RE Koertzen,SK Tarapore
501204,Peshawar,2019-03-24,Peshawar Stadium,0,Rajasthan Royals,Karachi Kings,Karachi Kings,bat,Rajasthan Royals,wickets,6,N,NA,Aleem Dar,RB Tiffin
501205,Multan,2019-03-25,Multan Stadium,0,Peshawar Zalmi,Islamabad United,Islamabad United,field,Islamabad United,wickets,9,N,NA,HDPK Dharmasena,AL Hill
501206,Peshawar,2018-05-16,Peshawar Stadium,0,Kings XI Punjab,Multan Sultans,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,NA,Asad Rauf,SL Shastri
501207,Islamabad,2018-05-17,Islamabad Stadium,0,GUJRANWALA Warriors,Sialkot Tuskers Kerala,Sialkot Tuskers Kerala,bat,GUJRANWALA Warriors,wickets,4,N,NA,S Asnani,PR Reiffel
501208,Lahore,2018-05-07,Lahore Stadium,0,Deccan Chargers,Peshawar Zalmi,Peshawar Zalmi,field,Deccan Chargers,runs,33,N,NA,RE Koertzen,S Ravi
501209,Peshawar,2018-04-26,Peshawar Stadium,0,Rajasthan Royals,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,9,N,NA,Aleem Dar,SS Hazare
501210,Islamabad,2018-04-27,Islamabad Stadium,0,Islamabad United,Sialkot Tuskers Kerala,Sialkot Tuskers Kerala,field,Sialkot Tuskers Kerala,wickets,8,N,NA,BR Doctrove,PR Reiffel
501211,Quetta,2018-04-15,Quetta Stadium,0,Multan Sultans,Peshawar Zalmi,Multan Sultans,bat,Multan Sultans,runs,21,N,NA,HDPK Dharmasena,AL Hill
501212,Lahore,2018-04-16,Lahore Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,8,N,NA,RE Koertzen,S Ravi
501213,Islamabad,2017-05-16,Islamabad Stadium,0,GUJRANWALA Warriors,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,3,N,NA,Asad Rauf,AM Saheba
501214,Rawalpindi,2017-05-17,Rawalpindi Stadium,0,Quetta Gladiators,Rajasthan Royals,Quetta Gladiators,field,Quetta Gladiators,wickets,8,N,NA,Aleem Dar,RB Tiffin
501215,Sialkot,2017-05-01,Sialkot Stadium,0,Sialkot Tuskers Kerala,Multan Sultans,Sialkot Tuskers Kerala,field,Sialkot Tuskers Kerala,wickets,7,N,D/L,K Hariharan,AL Hill
501216,Karachi,2017-04-20,Karachi Stadium,0,Karachi Kings,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,16,N,NA,PR Reiffel,RJ Tucker
501218,Islamabad,2017-04-08,Islamabad Stadium,0,Islamabad United,GUJRANWALA Warriors,GUJRANWALA Warriors,bat,Islamabad United,wickets,7,N,NA,Asad Rauf,AM Saheba
501219,Rawalpindi,2017-04-08,Rawalpindi Stadium,0,Quetta Gladiators,Sialkot Tuskers Kerala,Quetta Gladiators,field,Sialkot Tuskers Kerala,runs,6,N,NA,Aleem Dar,RB Tiffin
501220,Peshawar,2016-05-18,Peshawar Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,48,N,NA,S Asnani,PR Reiffel
501221,Islamabad,2016-05-05,Islamabad Stadium,0,Islamabad United,Multan Sultans,Multan Sultans,field,Islamabad United,runs,8,N,NA,Asad Rauf,AM Saheba
501222,Rawalpindi,2016-05-06,Rawalpindi Stadium,0,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,9,N,NA,SS Hazare,RB Tiffin
501223,Karachi,2016-04-23,Karachi Stadium,0,Karachi Kings,Kings XI Punjab,Kings XI Punjab,field,Karachi Kings,runs,29,N,NA,S Asnani,RE Koertzen
501224,Lahore,2016-04-09,Lahore Stadium,0,Deccan Chargers,Islamabad United,Deccan Chargers,field,Islamabad United,runs,37,N,NA,HDPK Dharmasena,AL Hill
501225,Peshawar,2016-04-10,Peshawar Stadium,0,Rajasthan Royals,Sialkot Tuskers Kerala,Rajasthan Royals,field,Rajasthan Royals,wickets,8,N,NA,BR Doctrove,SK Tarapore
501226,Quetta,2015-05-11,Quetta Stadium,0,Multan Sultans,GUJRANWALA Warriors,GUJRANWALA Warriors,field,Multan Sultans,runs,25,N,NA,Aleem Dar,RB Tiffin
501227,Karachi,2015-05-02,Karachi Stadium,0,Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,3,N,NA,S Asnani,RJ Tucker
501228,Islamabad,2015-04-20,Islamabad Stadium,0,GUJRANWALA Warriors,Multan Sultans,GUJRANWALA Warriors,bat,Multan Sultans,wickets,8,N,NA,Asad Rauf,SL Shastri
501229,Sialkot,2015-04-21,Sialkot Stadium,0,Sialkot Tuskers Kerala,Deccan Chargers,Sialkot Tuskers Kerala,field,Deccan Chargers,runs,55,N,NA,HDPK Dharmasena,AL Hill
501230,Karachi,2015-04-11,Karachi Stadium,0,Karachi Kings,Quetta Gladiators,Karachi Kings,field,Quetta Gladiators,runs,17,N,NA,PR Reiffel,RJ Tucker
501231,Peshawar,2014-05-21,Peshawar Stadium,0,Rajasthan Royals,Islamabad United,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,NA,Asad Rauf,SK Tarapore
501232,Multan,2014-05-22,Multan Stadium,0,Peshawar Zalmi,GUJRANWALA Warriors,GUJRANWALA Warriors,field,Peshawar Zalmi,runs,26,N,NA,Aleem Dar,SS Hazare
501233,Sialkot,2014-05-06,Sialkot Stadium,0,Sialkot Tuskers Kerala,Karachi Kings,Karachi Kings,bat,Karachi Kings,runs,38,N,NA,HDPK Dharmasena,AL Hill
501234,Rawalpindi,2014-05-07,Rawalpindi Stadium,0,Quetta Gladiators,Kings XI Punjab,Quetta Gladiators,field,Quetta Gladiators,wickets,8,N,NA,AM Saheba,SL Shastri
501235,Peshawar,2013-04-27,Peshawar Stadium,0,Rajasthan Royals,GUJRANWALA Warriors,Rajasthan Royals,field,Rajasthan Royals,wickets,6,N,NA,SK Tarapore,SJA Taufel
501236,Quetta,2013-04-28,Quetta Stadium,0,Multan Sultans,Deccan Chargers,Multan Sultans,bat,Multan Sultans,runs,19,N,NA,Aleem Dar,RB Tiffin
501237,Islamabad,2011-04-27,Islamabad Stadium,0,Islamabad United,Kings XI Punjab,Kings XI Punjab,field,Islamabad United,runs,23,N,NA,HDPK Dharmasena,PR Reiffel
501238,Karachi,2011-04-27,Karachi Stadium,0,Karachi Kings,Sialkot Tuskers Kerala,Sialkot Tuskers Kerala,field,Sialkot Tuskers Kerala,wickets,7,N,NA,Asad Rauf,SL Shastri
501239,Lahore,2010-03-14,Lahore Stadium,0,Deccan Chargers,Quetta Gladiators,Deccan Chargers,field,Quetta Gladiators,runs,20,N,NA,S Asnani,RJ Tucker
501240,Quetta,2009-05-15,Quetta Stadium,0,Multan Sultans,Rajasthan Royals,Rajasthan Royals,bat,Multan Sultans,wickets,8,N,NA,SS Hazare,RB Tiffin
501241,Islamabad,2009-05-16,Islamabad Stadium,0,GUJRANWALA Warriors,Islamabad United,GUJRANWALA Warriors,field,Islamabad United,runs,21,N,NA,HDPK Dharmasena,SJA Taufel
501242,Sialkot,2009-05-05,Sialkot Stadium,0,Sialkot Tuskers Kerala,Quetta Gladiators,Quetta Gladiators,field,Sialkot Tuskers Kerala,runs,17,N,NA,S Ravi,RJ Tucker
501243,Lahore,2009-05-06,Lahore Stadium,0,Deccan Chargers,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,4,N,NA,Asad Rauf,AM Saheba
501244,Multan,2009-04-26,Multan Stadium,0,Peshawar Zalmi,Kings XI Punjab,Kings XI Punjab,field,Peshawar Zalmi,runs,85,N,NA,Aleem Dar,RB Tiffin
501245,Rawalpindi,2008-05-30,Rawalpindi Stadium,0,Quetta Gladiators,Multan Sultans,Multan Sultans,bat,Quetta Gladiators,runs,10,N,D/L,Asad Rauf,PR Reiffel
501246,Islamabad,2008-05-31,Islamabad Stadium,0,Islamabad United,Karachi Kings,Karachi Kings,field,Islamabad United,runs,32,N,NA,K Hariharan,SJA Taufel
501247,Multan,2008-05-28,Multan Stadium,0,Peshawar Zalmi,Sialkot Tuskers Kerala,Sialkot Tuskers Kerala,bat,Peshawar Zalmi,wickets,9,N,NA,Aleem Dar,SS Hazare
501248,Peshawar,2008-05-15,Peshawar Stadium,0,Kings XI Punjab,GUJRANWALA Warriors,Kings XI Punjab,bat,GUJRANWALA Warriors,wickets,5,N,NA,SK Tarapore,RJ Tucker
501249,Peshawar,2008-05-04,Peshawar Stadium,0,Rajasthan Royals,Multan Sultans,Rajasthan Royals,field,Multan Sultans,runs,63,N,NA,K Hariharan,SJA Taufel
501250,Lahore,2013-04-16,Lahore Stadium,0,Deccan Chargers,GUJRANWALA Warriors,Deccan Chargers,bat,GUJRANWALA Warriors,wickets,6,N,NA,Asad Rauf,AM Saheba
501251,Peshawar,2013-04-16,Peshawar Stadium,0,Kings XI Punjab,Islamabad United,Islamabad United,field,Kings XI Punjab,runs,76,N,NA,SK Tarapore,RJ Tucker
501252,Peshawar,2013-04-06,Peshawar Stadium,0,Rajasthan Royals,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,9,N,NA,HDPK Dharmasena,K Hariharan
501253,Quetta,2012-05-17,Quetta Stadium,0,Multan Sultans,Karachi Kings,Multan Sultans,bat,Multan Sultans,runs,18,N,NA,AM Saheba,SL Shastri
501254,GUJRANWALA,2012-05-08,Gujranwala Stadium,0,Sialkot Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,NA,S Asnani,RJ Tucker
501255,Multan,2012-04-27,Multan Stadium,0,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Peshawar Zalmi,wickets,4,N,D/L,RE Koertzen,RB Tiffin
501256,Islamabad,2012-04-28,Islamabad Stadium,0,Islamabad United,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,10,N,NA,S Ravi,SK Tarapore
501257,Sialkot,2012-04-15,Sialkot Stadium,0,Kings XI Punjab,Karachi Kings,Karachi Kings,field,Kings XI Punjab,runs,29,N,NA,Asad Rauf,SL Shastri
501258,GUJRANWALA,2012-04-16,Gujranwala Stadium,0,Sialkot Tuskers Kerala,Rajasthan Royals,Sialkot Tuskers Kerala,field,Sialkot Tuskers Kerala,wickets,8,N,NA,PR Reiffel,RJ Tucker
501259,Islamabad,2012-04-08,Islamabad Stadium,0,GUJRANWALA Warriors,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6,N,NA,S Ravi,SK Tarapore
501260,Sialkot,2011-05-22,Sialkot Stadium,0,Kings XI Punjab,Peshawar Zalmi,Kings XI Punjab,bat,Kings XI Punjab,runs,111,N,NA,Asad Rauf,AM Saheba
501261,Quetta,2011-05-13,Quetta Stadium,0,Multan Sultans,Sialkot Tuskers Kerala,Multan Sultans,bat,Multan Sultans,runs,11,N,NA,HDPK Dharmasena,RE Koertzen
501262,Islamabad,2011-05-06,Islamabad Stadium,0,GUJRANWALA Warriors,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,7,N,NA,S Ravi,SJA Taufel
501263,Islamabad,2011-04-17,Islamabad Stadium,0,Islamabad United,Rajasthan Royals,Islamabad United,bat,Rajasthan Royals,wickets,10,N,NA,RE Koertzen,PR Reiffel
501264,Sialkot,2011-04-09,Sialkot Stadium,0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Deccan Chargers,runs,82,N,NA,Asad Rauf,AM Saheba
501265,Karachi,2011-04-09,Karachi Stadium,0,Karachi Kings,GUJRANWALA Warriors,Karachi Kings,bat,NA,NA,NA,NA,NA,SS Hazare,RJ Tucker
501266,Multan,2010-04-18,Multan Stadium,0,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Peshawar Zalmi,wickets,8,N,NA,K Hariharan,RE Koertzen
501267,Rawalpindi,2010-04-18,Rawalpindi Stadium,0,Quetta Gladiators,Islamabad United,Islamabad United,field,Islamabad United,wickets,5,N,NA,SK Tarapore,SJA Taufel
501268,Islamabad,2010-04-05,Islamabad Stadium,0,Peshawar Zalmi,Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,6,N,NA,Asad Rauf,SJA Taufel
501269,Islamabad,2010-03-31,Islamabad Stadium,0,Islamabad United,Quetta Gladiators,Islamabad United,field,Islamabad United,wickets,4,N,NA,Asad Rauf,SJA Taufel
501270,Quetta,2010-03-24,Quetta Stadium,0,Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,runs,43,N,NA,Asad Rauf,SJA Taufel
501271,Quetta,2010-03-19,Quetta Stadium,0,Multan Sultans,Peshawar Zalmi,Multan Sultans,bat,Multan Sultans,runs,58,N,NA,Asad Rauf,SJA Taufel
548306,Quetta,2014-04-26,Quetta Stadium,0,Multan Sultans,Islamabad United,Islamabad United,field,Islamabad United,wickets,8,N,NA,JD Cloete,SJA Taufel
548307,Rawalpindi,2014-04-23,Rawalpindi Stadium,0,Quetta Gladiators,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,8,N,NA,S Asnani,HDPK Dharmasena
548308,Islamabad,2014-04-18,Islamabad Stadium,0,Islamabad United,GUJRANWALA Warriors,Islamabad United,field,GUJRANWALA Warriors,runs,28,N,NA,AK Chaudhary,SJA Taufel
548309,Peshawar,2014-04-19,Peshawar Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,runs,31,N,NA,BF Bowden,SK Tarapore
548310,Multan,2013-05-18,Multan Stadium,0,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,runs,20,N,NA,S Asnani,S Ravi
548311,GUJRANWALA,2013-05-19,Gujranwala Stadium,0,Deccan Chargers,Multan Sultans,Deccan Chargers,field,Multan Sultans,runs,74,N,NA,JD Cloete,HDPK Dharmasena
548312,Peshawar,2013-05-12,Peshawar Stadium,0,Rajasthan Royals,Quetta Gladiators,Quetta Gladiators,field,Rajasthan Royals,runs,22,N,NA,BF Bowden,VA Kulkarni
548313,GUJRANWALA,2013-04-23,Gujranwala Stadium,0,GUJRANWALA Warriors,Kings XI Punjab,GUJRANWALA Warriors,bat,GUJRANWALA Warriors,runs,22,N,NA,S Das,SJA Taufel
548314,GUJRANWALA,2013-05-05,Gujranwala Stadium,0,Deccan Chargers,Islamabad United,Deccan Chargers,bat,Islamabad United,wickets,5,N,NA,AK Chaudhary,JD Cloete
548315,Multan,2019-04-10,Multan Stadium,0,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Quetta Gladiators,runs,42,N,NA,S Ravi,RJ Tucker
548316,Karachi,2019-04-11,Karachi Stadium,0,Karachi Kings,Multan Sultans,Karachi Kings,field,Karachi Kings,wickets,8,N,NA,Asad Rauf,SK Tarapore
548317,Islamabad,2019-04-02,Islamabad Stadium,0,Islamabad United,Rajasthan Royals,Rajasthan Royals,field,Islamabad United,runs,27,N,NA,Aleem Dar,BNJ Oxenford
548318,Quetta,2019-03-23,Quetta Stadium,0,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,bat,Multan Sultans,wickets,5,N,NA,HDPK Dharmasena,RJ Tucker
548319,Peshawar,2019-03-24,Peshawar Stadium,0,Kings XI Punjab,GUJRANWALA Warriors,Kings XI Punjab,field,Kings XI Punjab,wickets,7,N,NA,VA Kulkarni,SK Tarapore
548320,Rawalpindi,2018-05-15,Rawalpindi Stadium,0,Quetta Gladiators,Rajasthan Royals,Rajasthan Royals,bat,Quetta Gladiators,wickets,5,N,NA,Asad Rauf,S Asnani
548321,Karachi,2017-04-18,Karachi Stadium,0,Karachi Kings,Deccan Chargers,Deccan Chargers,bat,Karachi Kings,wickets,5,N,NA,BF Bowden,SK Tarapore
548322,GUJRANWALA,2018-05-06,Gujranwala Stadium,0,GUJRANWALA Warriors,Multan Sultans,Multan Sultans,bat,GUJRANWALA Warriors,wickets,7,N,NA,Aleem Dar,BNJ Oxenford
548323,Rawalpindi,2018-04-24,Rawalpindi Stadium,0,Quetta Gladiators,Kings XI Punjab,Quetta Gladiators,field,Kings XI Punjab,runs,2,N,NA,Asad Rauf,S Asnani
548324,Multan,2018-04-25,Multan Stadium,0,Peshawar Zalmi,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,59,N,NA,JD Cloete,RJ Tucker
548325,Islamabad,2018-04-15,Islamabad Stadium,0,Islamabad United,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,7,N,NA,BF Bowden,SK Tarapore
548326,Peshawar,2017-05-14,Peshawar Stadium,0,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,5,N,NA,Aleem Dar,BNJ Oxenford
548327,Multan,2017-05-14,Multan Stadium,0,Peshawar Zalmi,GUJRANWALA Warriors,GUJRANWALA Warriors,bat,Peshawar Zalmi,wickets,6,N,NA,S Asnani,S Das
548328,Peshawar,2017-05-01,Peshawar Stadium,0,Kings XI Punjab,Quetta Gladiators,Kings XI Punjab,bat,Quetta Gladiators,wickets,8,N,NA,JD Cloete,RJ Tucker
548329,Lahore,2013-04-14,Lahore Stadium,0,Deccan Chargers,Karachi Kings,Deccan Chargers,bat,Karachi Kings,wickets,9,N,NA,JD Cloete,SJA Taufel
548330,Quetta,2017-04-19,Quetta Stadium,0,Multan Sultans,GUJRANWALA Warriors,GUJRANWALA Warriors,field,Multan Sultans,runs,13,N,NA,Asad Rauf,S Das
548331,Peshawar,2017-04-07,Peshawar Stadium,0,Kings XI Punjab,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,5,N,NA,S Ravi,RJ Tucker
548332,Quetta,2016-05-16,Quetta Stadium,0,Multan Sultans,Rajasthan Royals,Rajasthan Royals,bat,Multan Sultans,wickets,7,N,NA,Aleem Dar,BNJ Oxenford
548333,Karachi,2016-05-17,Karachi Stadium,0,Karachi Kings,GUJRANWALA Warriors,Karachi Kings,field,GUJRANWALA Warriors,runs,20,N,NA,Asad Rauf,S Das
548334,Islamabad,2016-05-03,Islamabad Stadium,0,Islamabad United,Kings XI Punjab,Islamabad United,bat,Kings XI Punjab,wickets,6,N,NA,S Ravi,RJ Tucker
548335,Cuttack,2016-05-04,Barabati Stadium,0,Deccan Chargers,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,5,N,NA,BF Bowden,SK Tarapore
548336,Peshawar,2016-04-22,Peshawar Stadium,0,Rajasthan Royals,Peshawar Zalmi,Rajasthan Royals,field,Peshawar Zalmi,runs,46,N,NA,Asad Rauf,S Asnani
548337,GUJRANWALA,2015-05-24,Gujranwala Stadium,0,GUJRANWALA Warriors,Karachi Kings,GUJRANWALA Warriors,bat,Karachi Kings,wickets,8,N,NA,S Ravi,RJ Tucker
548339,Peshawar,2015-05-10,Peshawar Stadium,0,Kings XI Punjab,Islamabad United,Kings XI Punjab,bat,Islamabad United,wickets,4,N,NA,Aleem Dar,BNJ Oxenford
548341,GUJRANWALA,2015-05-01,Gujranwala Stadium,0,GUJRANWALA Warriors,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,18,N,NA,S Ravi,RJ Tucker
548342,Karachi,2015-04-19,Karachi Stadium,0,Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,runs,37,N,NA,Aleem Dar,BNJ Oxenford
548343,Quetta,2015-04-10,Quetta Stadium,0,Multan Sultans,Kings XI Punjab,Kings XI Punjab,bat,Kings XI Punjab,runs,7,N,NA,BF Bowden,SK Tarapore
548344,Rawalpindi,2015-04-11,Rawalpindi Stadium,0,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,bat,Quetta Gladiators,runs,47,N,NA,Asad Rauf,BR Doctrove
548345,Karachi,2014-05-20,Karachi Stadium,0,Karachi Kings,Rajasthan Royals,Karachi Kings,bat,Karachi Kings,runs,1,N,NA,S Ravi,RJ Tucker
548346,Islamabad,2014-05-20,Islamabad Stadium,0,Islamabad United,Deccan Chargers,Islamabad United,field,Islamabad United,wickets,5,N,NA,AK Chaudhary,BNJ Oxenford
548347,Quetta,2014-05-05,Quetta Stadium,0,Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Quetta Gladiators,wickets,5,N,NA,BF Bowden,C Shamshuddin
548348,Cuttack,2013-04-26,Barabati Stadium,0,Deccan Chargers,GUJRANWALA Warriors,Deccan Chargers,bat,Deccan Chargers,runs,13,N,NA,Aleem Dar,AK Chaudhary
548349,Peshawar,2013-04-27,Peshawar Stadium,0,Rajasthan Royals,Karachi Kings,Rajasthan Royals,bat,Karachi Kings,wickets,6,N,NA,JD Cloete,SJA Taufel
548350,Multan,2011-04-26,Multan Stadium,0,Peshawar Zalmi,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4,N,NA,BF Bowden,C Shamshuddin
548351,GUJRANWALA,2010-03-14,Gujranwala Stadium,0,GUJRANWALA Warriors,Islamabad United,Islamabad United,bat,Islamabad United,runs,1,N,NA,Asad Rauf,S Asnani
548352,Quetta,2009-05-14,Quetta Stadium,0,Multan Sultans,Deccan Chargers,Multan Sultans,bat,Multan Sultans,runs,10,N,NA,HDPK Dharmasena,BNJ Oxenford
548353,Rawalpindi,2009-05-04,Rawalpindi Stadium,0,Quetta Gladiators,GUJRANWALA Warriors,Quetta Gladiators,bat,Quetta Gladiators,runs,7,N,NA,BF Bowden,SK Tarapore
548354,Peshawar,2009-05-05,Peshawar Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,43,N,NA,JD Cloete,SJA Taufel
548355,Islamabad,2009-04-25,Islamabad Stadium,0,Islamabad United,Multan Sultans,Islamabad United,field,Islamabad United,wickets,2,N,NA,Asad Rauf,S Asnani
548356,Multan,2009-04-26,Multan Stadium,0,Peshawar Zalmi,Deccan Chargers,Peshawar Zalmi,field,Peshawar Zalmi,wickets,5,N,NA,HDPK Dharmasena,BNJ Oxenford
548357,Karachi,2008-05-27,Karachi Stadium,0,Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Quetta Gladiators,wickets,6,N,NA,JD Cloete,S Ravi
548358,GUJRANWALA,2008-05-13,Gujranwala Stadium,0,GUJRANWALA Warriors,Rajasthan Royals,GUJRANWALA Warriors,bat,Rajasthan Royals,wickets,7,N,NA,Asad Rauf,BR Doctrove
548359,Lahore,2008-05-14,Lahore Stadium,0,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,25,N,NA,HDPK Dharmasena,BNJ Oxenford
